,Fall,College,Total,Male,Female,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
207,2001,Engineering,69,58,11,32,2.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,25,44.0
208,2002,Engineering,337,277,60,258,41.0,4.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,280,57.0
209,2002,Engineering,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
210,2002,Engineering,10,5,5,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.0
211,2002,Engineering,79,66,13,39,1.0,0.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,31,48.0
212,2003,Engineering,329,267,62,253,40.0,6.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,285,44.0
213,2003,Engineering,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
214,2003,Engineering,4,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
215,2003,Engineering,82,72,10,42,3.0,1.0,5.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,38,44.0
216,2006,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
217,2006,Engineering,3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
218,2006,Engineering,20,17,3,9,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5,15.0
219,2005,Engineering,25,24,1,20,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14,11.0
220,2005,Engineering,23,18,5,10,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5,18.0
221,2004,Engineering,361,298,63,279,38.0,7.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,307,54.0
222,2004,Engineering,45,39,5,33,2.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,28,17.0
223,2004,Engineering,27,22,5,13,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5,22.0
224,2018,Engineering,519,440,79,266,101.0,6.0,51.0,1.0,0.0,17.0,73.0,6.0,3.0,2.0,119.0,339,180.0
225,2018,Engineering,70,58,12,20,9.0,3.0,9.0,0.0,0.0,3.0,26.0,5.0,0.0,0.0,11.0,18,52.0
226,2018,Engineering,25,20,5,20,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,22.0
227,2018,Engineering,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
228,2018,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
229,2018,Engineering,66,57,9,20,5.0,0.0,2.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,6.0,13,53.0
230,2018,Engineering,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
231,2017,Engineering,518,438,80,272,100.0,6.0,54.0,1.0,0.0,19.0,62.0,7.0,5.0,1.0,117.0,353,165.0
232,2017,Engineering,97,86,11,36,13.0,2.0,8.0,0.0,0.0,1.0,37.0,4.0,0.0,0.0,14.0,32,65.0
233,2017,Engineering,29,26,3,21,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,22.0
234,2017,Engineering,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
235,2017,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
236,2017,Engineering,66,57,9,20,3.0,0.0,1.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,4.0,15,51.0
237,2017,Engineering,3,3,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
238,2016,Engineering,502,433,69,261,96.0,7.0,59.0,1.0,0.0,24.0,50.0,8.0,5.0,2.0,118.0,344,158.0
239,2016,Engineering,98,85,13,32,10.0,1.0,5.0,0.0,0.0,1.0,48.0,2.0,1.0,0.0,11.0,26,72.0
240,2016,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
241,2016,Engineering,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
242,2016,Engineering,69,63,6,18,2.0,0.0,1.0,0.0,0.0,1.0,46.0,0.0,1.0,0.0,3.0,10,59.0
243,2016,Engineering,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
244,2015,Engineering,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
245,2015,Engineering,60,56,4,20,2.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.0,11,49.0
246,2015,Engineering,82,68,14,21,5.0,1.0,3.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,5.0,13,69.0
247,2015,Engineering,513,462,51,281,104.0,5.0,51.0,1.0,0.0,20.0,45.0,6.0,6.0,1.0,124.0,359,154.0
248,2014,Engineering,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
249,2014,Engineering,51,48,3,19,3.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,12,39.0
250,2014,Engineering,78,65,13,21,7.0,1.0,1.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,7.0,13,65.0
251,2014,Engineering,478,434,44,261,100.0,5.0,46.0,0.0,0.0,18.0,44.0,7.0,7.0,1.0,114.0,340,138.0
252,2013,Engineering,66,52,14,26,10.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,13,53.0
253,2013,Engineering,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
254,2013,Engineering,58,54,4,25,3.0,0.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,0.0,0.0,16,42.0
255,2013,Engineering,410,369,41,236,75.0,2.0,40.0,0.0,1.0,11.0,44.0,3.0,8.0,0.0,0.0,302,108.0
256,2012,Engineering,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
257,2012,Engineering,66,52,14,25,6.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,0.0,15,51.0
258,2012,Engineering,66,62,4,26,3.0,0.0,2.0,0.0,0.0,1.0,34.0,1.0,1.0,0.0,0.0,15,51.0
259,2012,Engineering,356,305,51,219,53.0,5.0,33.0,0.0,1.0,11.0,32.0,6.0,8.0,0.0,0.0,272,84.0
260,2011,Engineering,78,62,16,29,9.0,0.0,1.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,19,59.0
261,2011,Engineering,3,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
262,2011,Engineering,60,56,4,22,3.0,0.0,3.0,0.0,0.0,1.0,31.0,1.0,1.0,0.0,0.0,13,47.0
263,2011,Engineering,366,316,50,239,53.0,7.0,22.0,2.0,1.0,7.0,31.0,7.0,5.0,0.0,0.0,285,81.0
264,2010,Engineering,94,78,16,40,12.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,31,63.0
265,2010,Engineering,56,53,3,23,2.0,0.0,2.0,0.0,0.0,1.0,28.0,1.0,1.0,0.0,0.0,15,41.0
266,2010,Engineering,376,325,51,249,50.0,8.0,17.0,4.0,1.0,6.0,35.0,9.0,7.0,0.0,0.0,296,80.0
267,2009,Engineering,52,49,3,22,3.0,2.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15,37.0
268,2009,Engineering,73,64,9,37,12.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,33,40.0
269,2009,Engineering,382,330,52,254,55.0,8.0,16.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,308,74.0
270,2008,Engineering,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
271,2008,Engineering,54,46,7,28,5.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,23,31.0
272,2008,Engineering,41,37,4,15,2.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,8,33.0
273,2008,Engineering,418,369,49,282,57.0,9.0,20.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,344,74.0
274,2007,Engineering,31,27,4,14,1.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8,23.0
275,2007,Engineering,55,50,5,22,5.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19,36.0
276,2007,Engineering,396,347,49,293,51.0,9.0,16.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,337,59.0
277,2006,Engineering,15,14,1,5,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5,10.0
278,2006,Engineering,43,39,4,26,4.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,19,24.0
279,2006,Engineering,368,319,49,267,53.0,10.0,14.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,314,54.0
280,2005,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
281,2005,Engineering,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,7.0
282,2005,Engineering,24,22,2,16,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11,13.0
283,2005,Engineering,349,297,52,264,45.0,4.0,12.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,299,50.0
284,1989,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
285,1991,LAS,3,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
286,1992,LAS,3,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
287,1993,LAS,10,6,4,4,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,8.0
288,1994,LAS,10,7,3,3,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,7.0
289,1995,LAS,9,7,2,2,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5,4.0
290,1996,LAS,6,5,1,2,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2.0
291,1997,LAS,8,6,2,0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4,4.0
292,1998,LAS,10,5,5,3,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5,5.0
293,1999,LAS,13,6,7,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4,9.0
294,2000,LAS,11,6,5,5,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,8.0
295,2001,LAS,7,3,4,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,4.0
296,2002,LAS,8,2,6,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0
297,2003,LAS,5,3,2,0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0
298,2018,LAS,4,1,3,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,1.0
299,2017,LAS,3,0,3,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2,1.0
300,2016,LAS,4,0,4,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3,1.0
301,2015,LAS,3,0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0.0
302,2014,LAS,3,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1.0
303,2013,LAS,3,1,2,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,2.0
304,2012,LAS,4,3,1,1,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,3.0
305,2011,LAS,6,5,1,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2,4.0
306,2010,LAS,12,8,4,4,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5,7.0
307,2009,LAS,8,3,5,2,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,5.0
308,2008,LAS,11,2,9,5,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,6.0
309,2007,LAS,11,4,7,5,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,7.0
310,2006,LAS,9,5,4,4,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5,4.0
311,2005,LAS,11,4,7,3,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,7.0
312,2004,LAS,10,4,6,2,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,7.0
313,1997,ACES,34,23,11,31,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1.0
314,1998,ACES,52,28,24,45,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.0
315,1999,ACES,46,23,23,38,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1.0
316,2000,ACES,41,20,21,30,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0
317,2001,ACES,40,21,19,28,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0
318,2002,ACES,46,25,21,36,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1.0
319,2003,ACES,53,23,30,44,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50,3.0
320,1997,ACES,53,37,16,46,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1.0
321,1998,ACES,63,39,24,58,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0
322,1999,ACES,79,56,23,73,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0
323,2000,ACES,82,61,21,78,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81,1.0
324,2001,ACES,73,59,14,67,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72,1.0
325,2002,ACES,83,72,11,73,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81,2.0
326,2003,ACES,78,67,11,63,3.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,2.0
327,1997,ACES,39,36,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0
328,1998,ACES,50,45,5,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2.0
329,1999,ACES,66,57,9,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2.0
330,2000,ACES,63,55,8,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,2.0
331,2001,ACES,58,54,4,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,2.0
332,2002,ACES,48,44,4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1.0
333,2003,ACES,47,43,4,46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1.0
334,1997,ACES,55,34,21,50,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,1.0
335,1998,ACES,60,39,21,53,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,2.0
336,1999,ACES,74,45,29,65,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72,2.0
337,2000,ACES,65,40,25,56,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64,1.0
338,2001,ACES,80,46,34,75,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79,1.0
339,2002,ACES,101,63,38,91,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,2.0
340,2003,ACES,98,67,31,87,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96,2.0
341,1998,ACES,34,18,16,13,1.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,9,25.0
342,1999,ACES,52,23,29,14,0.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8,44.0
343,2000,ACES,64,35,29,15,0.0,4.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,10,54.0
344,2001,ACES,75,43,32,14,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,11,64.0
345,2002,ACES,74,39,35,16,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,8,66.0
346,2003,ACES,84,44,40,21,0.0,0.0,1.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,11,73.0
347,1999,ACES,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
348,2000,ACES,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
349,2018,ACES,54,29,25,29,8.0,1.0,6.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,10.0,44,10.0
350,2018,ACES,14,13,1,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0
351,2018,ACES,142,108,34,114,6.0,3.0,3.0,1.0,0.0,4.0,11.0,4.0,2.0,1.0,8.0,128,14.0
352,2018,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
353,2018,ACES,125,96,29,84,13.0,4.0,8.0,0.0,0.0,1.0,14.0,4.0,1.0,0.0,14.0,107,18.0
354,2018,ACES,35,16,19,21,1.0,5.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,1.0,29,6.0
355,2018,ACES,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
356,2018,ACES,29,15,14,13,2.0,3.0,5.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,20,9.0
357,2018,ACES,75,44,31,48,6.0,5.0,9.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,8.0,66,9.0
358,2018,ACES,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
359,2018,ACES,95,71,24,68,12.0,2.0,6.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,12.0,83,12.0
360,2018,ACES,75,59,16,48,9.0,5.0,8.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,69,6.0
361,2017,ACES,60,33,27,35,8.0,1.0,7.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,10.0,51,9.0
362,2017,ACES,16,15,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0
363,2017,ACES,144,104,40,109,9.0,5.0,3.0,1.0,0.0,5.0,12.0,7.0,2.0,1.0,11.0,128,16.0
364,2017,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
365,2017,ACES,112,91,21,80,7.0,6.0,7.0,0.0,0.0,1.0,10.0,6.0,2.0,0.0,9.0,100,12.0
366,2017,ACES,37,21,16,15,4.0,1.0,5.0,0.0,0.0,2.0,10.0,2.0,1.0,0.0,5.0,23,14.0
367,2017,ACES,46,25,21,22,4.0,4.0,7.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,5.0,32,14.0
368,2017,ACES,73,41,32,44,5.0,8.0,14.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,5.0,68,5.0
369,2017,ACES,81,56,25,61,8.0,2.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,8.0,73,8.0
370,2017,ACES,72,54,18,46,9.0,2.0,6.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,9.0,61,11.0
371,2016,ACES,58,29,29,40,9.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,12.0,52,6.0
372,2016,ACES,26,23,3,24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25,1.0
373,2016,ACES,162,115,47,122,11.0,6.0,5.0,0.0,0.0,4.0,14.0,6.0,0.0,1.0,14.0,139,23.0
374,2016,ACES,105,88,17,76,11.0,2.0,7.0,0.0,0.0,3.0,5.0,2.0,3.0,0.0,14.0,96,9.0
375,2016,ACES,33,16,17,15,4.0,2.0,3.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,6.0,24,9.0
376,2016,ACES,49,29,20,23,8.0,4.0,6.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,9.0,36,13.0
377,2016,ACES,77,40,37,47,6.0,7.0,15.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,6.0,73,4.0
378,2016,ACES,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
379,2016,ACES,97,67,30,66,14.0,1.0,7.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,14.0,82,15.0
380,2016,ACES,67,56,11,48,5.0,2.0,5.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,6.0,60,7.0
381,2015,ACES,25,22,3,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,1.0
382,2015,ACES,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
383,2015,ACES,24,10,14,11,4.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,5.0,19,5.0
384,2015,ACES,65,36,29,48,9.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,10.0,58,7.0
385,2015,ACES,73,52,21,55,7.0,3.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,9.0,65,8.0
386,2015,ACES,63,31,32,35,6.0,8.0,9.0,0.0,0.0,1.0,4.0,9.0,1.0,0.0,6.0,55,8.0
387,2015,ACES,98,74,24,69,10.0,3.0,5.0,0.0,0.0,2.0,9.0,3.0,3.0,0.0,12.0,84,14.0
388,2015,ACES,94,65,29,57,18.0,1.0,6.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,18.0,78,16.0
389,2015,ACES,53,28,25,22,9.0,3.0,7.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,10.0,37,16.0
390,2015,ACES,174,127,47,133,12.0,7.0,3.0,0.0,0.0,3.0,16.0,8.0,1.0,1.0,13.0,145,29.0
391,2014,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
392,2014,ACES,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0
393,2014,ACES,22,19,3,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,1.0
394,2014,ACES,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
395,2014,ACES,64,39,25,45,9.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,10.0,57,7.0
396,2014,ACES,72,53,19,57,6.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,9.0,64,8.0
397,2014,ACES,38,22,16,24,4.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,4.0,30,8.0
398,2014,ACES,53,23,30,22,4.0,8.0,12.0,0.0,0.0,1.0,6.0,10.0,1.0,0.0,4.0,45,8.0
399,2014,ACES,90,60,30,50,17.0,0.0,7.0,0.0,0.0,3.0,12.0,0.0,3.0,0.0,19.0,71,19.0
400,2014,ACES,59,33,26,25,11.0,1.0,8.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,12.0,40,19.0
401,2014,ACES,116,88,28,82,10.0,3.0,5.0,0.0,0.0,2.0,14.0,3.0,2.0,0.0,12.0,96,20.0
402,2014,ACES,168,120,48,141,9.0,0.0,4.0,0.0,0.0,4.0,9.0,1.0,2.0,0.0,12.0,147,21.0
403,2013,ACES,2,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
404,2013,ACES,23,21,2,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0
405,2013,ACES,33,22,11,23,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,25,8.0
406,2013,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
407,2013,ACES,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
408,2013,ACES,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,5.0
409,2013,ACES,151,109,42,123,11.0,1.0,3.0,0.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,133,18.0
410,2013,ACES,46,26,20,22,6.0,1.0,6.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,33,13.0
411,2013,ACES,91,60,31,58,9.0,2.0,6.0,0.0,0.0,1.0,15.0,2.0,1.0,0.0,0.0,72,19.0
412,2013,ACES,76,54,22,58,5.0,2.0,3.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,67,9.0
